TransectGroup,SPECIES,Count.FF,Count.POV,Count.BM,Count.TC,Photo.ID,BSS.1,BSS.2,BSS.3,Glare.1,Glare.2,Glare.3,BH.W,BH.F,BH.WF,BH.FW,BH.2F1W,BH.B,BH.BW,BH.Piling,BH.P,BH.F1W,BH.M,BH.H,BH.R,platform,Group,sp.group,Transect
20120308_040 1,RTLO,1,0,1,0,3270,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 1,red-throated loon,20120308_040
20120308_040 2,HOGR,1,0,0,0,3297,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 2,horned grebe,20120308_040
20120308_040 2,RTLO,2,0,1,0,3297,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 2,red-throated loon,20120308_040
20120308_040 3,LTDU,4,0,4,4,3302,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 3,long-tailed duck,20120308_040
20120308_040 4,RTLO,4,0,3,0,3309,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 4,red-throated loon,20120308_040
20120308_040 4,UNGU,1,1,1,1,5945,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0 4,gull,20120308_040
20120308_040 5,HOGR,1,0,0,0,3316,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 5,horned grebe,20120308_040
20120308_040 5,RTLO,1,0,0,0,3316,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 5,red-throated loon,20120308_040
20120308_040 6,RTLO,2,0,2,2,3326,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 6,red-throated loon,20120308_040
20120308_040 6,UNGU,1,0,1,1,3326,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 6,gull,20120308_040
20120308_040 7,UNGU,1,0,1,1,3331,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 7,gull,20120308_040
20120308_040 8,COGO,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 8,common goldeneye,20120308_040
20120308_040 8,COME,41,17,34,35,6021,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 8,common merganser,20120308_040
20120308_040 8,RBME,145,53,76,0,6021,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 8,red-breasted merganser,20120308_040
20120308_040 8,UNGU,3,0,3,6,3353,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 8,gull,20120308_040
20120308_040 9,RTLO,3,0,0,0,3366,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 9,red-throated loon,20120308_040
20120308_040 9,UNGU,3,0,0,0,3365,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 9,gull,20120308_040
20120308_042 1,LTDU,1,1,0,0,6068,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2 1,long-tailed duck,20120308_042
20120308_042 2,LTDU,2,2,2,2,6072,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2 2,long-tailed duck,20120308_042
20120308_042 3,LTDU,1,0,0,0,3425,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2 3,long-tailed duck,20120308_042
20120308_043 1,SUSC,3,3,3,3,6293,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 1,surf scoter,20120308_043
20120308_043 2,WWSC,2,2,0,2,6308,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 2,white-winged scoter,20120308_043
20120308_043 3,SUSC,1,1,1,1,6315,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 3,surf scoter,20120308_043
20120308_043 4,WWSC,5,3,5,5,6320,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 4,white-winged scoter,20120308_043
20120308_043 5,SUSC,38,38,21,35,6330,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 5,surf scoter,20120308_043
20120308_043 5,WWSC,11,11,0,0,6329,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 5,white-winged scoter,20120308_043
20120308_044 1,SUSC,0,0,10,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,surf scoter,20120308_044
20120308_044 1,WWSC,0,0,4,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,white-winged scoter,20120308_044
20120308_044 2,BUFF,12,5,10,13,6382,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4 2,bufflehead,20120308_044
20120308_044 3,BUFF,3,3,3,3,6403,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 3,bufflehead,20120308_044
20120308_044 4,BLBR,13,0,7,5,3603,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4 4,goose,20120308_044
20120308_044 4,UNGU,11,2,8,7,6491,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4 4,gull,20120308_044
20120308_046 2,GWGU,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 2,gull,20120308_046
20120308_046 2,UNGU,1,1,1,0,6630,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 2,gull,20120308_046
20120308_046 3,COMU,1,1,1,1,6656,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 3,common murre,20120308_046
20120308_046 4,UBWG,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 4,gull,20120308_046
20120308_047 1,COMU,7,7,7,7,6690,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 1,common murre,20120308_047
20120308_047 2,COMU,1,1,0,1,6719,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 2,common murre,20120308_047
20120308_047 3,COMU,1,1,0,0,6736,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 3,common murre,20120308_047
20120308_047 4,UBWG,1,0,1,1,3781,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7 4,gull,20120308_047
20120308_047 5,COMU,3,0,0,0,3790,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7 5,common murre,20120308_047
20120308_047 5,HOGR,1,0,0,0,3789,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7 5,horned grebe,20120308_047
20120308_047 6,COMU,12,5,2,3,6797,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 6,common murre,20120308_047
20120308_047 7,COMU,1,1,0,0,6808,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 7,common murre,20120308_047
20120308_047 8,COMU,1,1,1,0,6822,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 8,common murre,20120308_047
20120308_048 1,PIGU,1,0,0,0,3881,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8 1,pigeon guillemot,20120308_048
20120308_048 2,UNGU,2,0,0,0,3905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8 2,gull,20120308_048
20120308_051 1,COMU,1,1,1,1,7390,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1 1,common murre,20120308_051
20120308_062 1,COMU,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2 1,common murre,20120308_062
20120308_063 1,COMU,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3 1,common murre,20120308_063
20120308_063 2,COMU,1,0,0,1,5029,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3 2,common murre,20120308_063
20120308_063 3,COMU,1,1,1,1,9054,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 3,common murre,20120308_063
20120308_067 1,LTDU,1,0,0,0,5241,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7 1,long-tailed duck,20120308_067
20120308_067 2,WWSC,2,2,2,2,9495,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 2,white-winged scoter,20120308_067
20120308_067 3,BLBR,1,0,3,3,5276,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7 3,goose,20120308_067
20120308_067 4,COLO,1,1,1,1,9521,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 4,common loon,20120308_067
20120308_068 1,LTDU,0,1,1,1,9625,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8 1,long-tailed duck,20120308_068
20120308_068 2,LTDU,2,2,2,2,9646,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8 2,long-tailed duck,20120308_068
20120308_068 3,COLO,1,1,1,1,9702,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8 3,common loon,20120308_068
20120308_069 1,SUSC,0,1,0,1,9746,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9 1,surf scoter,20120308_069
20120308_069 2,WWSC,7,7,7,0,9818,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9 2,white-winged scoter,20120308_069
20120308_069 3,WWSC,3,3,3,3,9837,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9 3,white-winged scoter,20120308_069
20120308_069 4,SUSC,5,4,1,7,9868,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9 4,surf scoter,20120308_069
20120308_069 5,SUSC,4,1,2,5,9899,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9 5,surf scoter,20120308_069
20120308_070 1,SUSC,0,2,0,0,9913,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0 1,surf scoter,20120308_070
20120308_070 2,WWSC,0,1,0,0,9926,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0 2,white-winged scoter,20120308_070
20120308_070 3,LTDU,1,1,0,0,9948,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0 3,long-tailed duck,20120308_070
20120308_070 4,LTDU,1,0,0,0,5518,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0 4,long-tailed duck,20120308_070
20120308_071 1,SUSC,5,5,6,7,10083,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1 1,surf scoter,20120308_071
20120308_071 2,SUSC,1,0,1,1,5596,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1 2,surf scoter,20120308_071
20120308_071 2,WWSC,4,2,0,0,10083,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1 2,white-winged scoter,20120308_071
20120308_071 3,WWSC,3,3,3,3,10111,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1 3,white-winged scoter,20120308_071
20120308_071 4,SUSC,1,0,0,0,5601,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1 4,surf scoter,20120308_071
20120308_071 5,SUSC,1,0,0,0,5619,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1 5,surf scoter,20120308_071
20120308_071 6,WWSC,4,4,4,4,10172,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1 6,white-winged scoter,20120308_071
20120308_072 1,COLO,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2 1,common loon,20120308_072
20120308_072 2,SUSC,5,5,4,4,10230,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2 2,surf scoter,20120308_072
20120308_072 3,COLO,1,0,0,0,5671,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2 3,common loon,20120308_072
20120308_072 4,SUSC,5,2,2,0,10339,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2 4,surf scoter,20120308_072
20120308_072 5,UNGU,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2 5,gull,20120308_072
20120308_083 1,AMWI,6,5,6,5,11138,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 1,American wigeon,20120308_083
20120308_083 1,BLBR,5,0,7,0,6199,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3 1,goose,20120308_083
20120308_083 1,MALL,3,3,0,0,11137,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 1,mallard duck,20120308_083
20120308_083 2,AMWI,6,3,3,0,11164,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 2,American wigeon,20120308_083
20120308_083 3,AMWI,22,21,10,10,11192,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 3,American wigeon,20120308_083
20120308_083 3,BLBR,1,0,0,0,6230,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3 3,goose,20120308_083
20120308_083 3,BUFF,1,0,0,0,6234,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 3,bufflehead,20120308_083
20120308_083 3,COGO,1,1,0,0,11186,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 3,common goldeneye,20120308_083
20120308_083 4,BLBR,0,3,3,3,11193,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3 4,goose,20120308_083
20120308_083 5,AMWI,35,20,15,2,11216,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 5,American wigeon,20120308_083
20120308_083 5,BUFF,3,3,0,0,11212,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 5,bufflehead,20120308_083
20120308_083 6,BUFF,7,1,4,0,11255,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 6,bufflehead,20120308_083
20120308_083 7,AMWI,2,0,0,0,6280,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 7,American wigeon,20120308_083
20120308_083 7,BUFF,3,1,0,3,11276,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 7,bufflehead,20120308_083
20120308_084 1,BLBR,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,goose,20120308_084
20120308_084 1,BUFF,0,0,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4 1,bufflehead,20120308_084
20120308_084 2,BUFF,0,3,6,2,11294,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 2,bufflehead,20120308_084
20120308_084 2,RBME,1,0,0,0,6320,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 2,red-breasted merganser,20120308_084
20120308_084 2,SUSC,1,0,0,0,6307,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 2,surf scoter,20120308_084
20120308_084 3,BLBR,7,7,7,7,11375,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4 3,goose,20120308_084
20120308_084 3,BUFF,0,1,0,0,11375,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 3,bufflehead,20120308_084
20120308_084 3,SUSC,2,1,0,0,11361,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 3,surf scoter,20120308_084
20120308_084 4,BLBR,10,12,8,9,11394,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4 4,goose,20120308_084
20120308_084 4,BUFF,19,18,11,6,11393,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 4,bufflehead,20120308_084
20120308_084 4,SUSC,0,2,0,0,11396,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 4,surf scoter,20120308_084
20120308_084 5,BLBR,1,10,10,11,11414,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4 5,goose,20120308_084
20120308_084 5,BUFF,5,5,4,2,11428,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 5,bufflehead,20120308_084
20120308_084 5,LTDU,1,1,0,0,11422,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 5,long-tailed duck,20120308_084
20120308_084 6,BUFF,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4 6,bufflehead,20120308_084
20120308_084 6,SUSC,15,13,13,9,11448,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4 6,surf scoter,20120308_084
20120308_085 1,SUSC,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5 1,surf scoter,20120308_085
20120308_085 2,BUFF,0,10,8,9,11459,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 2,bufflehead,20120308_085
20120308_085 2,UNGU,0,1,1,0,11458,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 2,gull,20120308_085
20120308_085 3,BLBR,7,0,0,0,6385,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5 3,goose,20120308_085
20120308_085 3,BUFF,16,6,1,3,11481,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 3,bufflehead,20120308_085
20120308_085 3,SUSC,1,7,4,4,11467,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 3,surf scoter,20120308_085
20120308_085 4,BLBR,2,1,1,0,11506,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5 4,goose,20120308_085
20120308_085 4,BUFF,8,13,12,4,11507,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 4,bufflehead,20120308_085
20120308_085 4,COLO,0,1,0,0,11496,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 4,common loon,20120308_085
20120308_085 5,BLBR,0,4,4,4,11531,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5 5,goose,20120308_085
20120308_085 5,BUFF,11,7,9,6,11540,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 5,bufflehead,20120308_085
20120308_085 6,BLBR,10,5,5,5,11555,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 6,goose,20120308_085
20120308_085 6,BUFF,3,4,2,0,11556,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 6,bufflehead,20120308_085
20120308_085 6,SUSC,6,4,4,0,11544,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 6,surf scoter,20120308_085
20120308_085 7,BLBR,27,0,3,3,6436,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5 7,goose,20120308_085
20120308_085 7,BUFF,3,1,1,1,11575,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 7,bufflehead,20120308_085
20120308_085 7,LTDU,2,2,0,0,11571,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 7,long-tailed duck,20120308_085
20120308_085 7,PIGU,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 7,pigeon guillemot,20120308_085
20120308_085 7,SUSC,1,1,1,0,11572,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 7,surf scoter,20120308_085
20120308_085 8,BLBR,8,7,7,7,11627,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5 8,goose,20120308_085
20120308_085 8,BUFF,2,1,1,0,11622,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 8,bufflehead,20120308_085
20120308_085 8,SUSC,8,3,3,4,11621,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 8,surf scoter,20120308_085
20120308_086 1,BLBR,0,0,12,11,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6 1,goose,20120308_086
20120308_086 1,SUSC,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6 1,surf scoter,20120308_086
20120308_086 2,BUFF,0,3,3,3,11649,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 2,bufflehead,20120308_086
20120308_086 4,BLBR,15,12,17,15,11702,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 4,goose,20120308_086
20120308_086 4,BUFF,4,18,17,8,11727,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 4,bufflehead,20120308_086
20120308_086 4,COGO,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 4,common goldeneye,20120308_086
20120308_086 4,COLO,1,1,0,0,11696,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 4,common loon,20120308_086
20120308_086 4,SUSC,12,9,9,12,11697,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 4,surf scoter,20120308_086
20120308_086 5,BLBR,41,43,88,39,11744,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,goose,20120308_086
20120308_086 5,SUSC,7,8,6,6,11737,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,surf scoter,20120308_086
20120308_086 6,BLBR,1,2,2,0,11752,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 6,goose,20120308_086
20120308_086 6,BUFF,3,4,0,0,11757,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6 6,bufflehead,20120308_086
20120308_086 6,SUSC,1,3,3,4,11752,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 6,surf scoter,20120308_086
20120308_086 7,BLBR,2,0,0,0,6520,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6 7,goose,20120308_086
20120308_086 7,COLO,1,0,1,0,6522,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 7,common loon,20120308_086
20120308_086 7,LTDU,2,2,2,0,11765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 7,long-tailed duck,20120308_086
20120308_086 8,COGO,2,2,0,0,11786,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 8,common goldeneye,20120308_086
20120308_086 8,SUSC,2,2,2,2,11803,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 8,surf scoter,20120308_086
20120308_087 1,BLBR,0,6,45,45,11810,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7 1,goose,20120308_087
20120308_087 1,BUFF,0,8,7,6,11818,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 1,bufflehead,20120308_087
20120308_087 1,SUSC,0,2,5,0,11806,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7 1,surf scoter,20120308_087
20120308_087 2,BUFF,2,0,0,0,6551,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7 2,bufflehead,20120308_087
20120308_087 3,BUFF,0,1,0,0,11859,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7 3,bufflehead,20120308_087
20120308_087 4,BUFF,1,1,1,1,11889,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 4,bufflehead,20120308_087
20120308_087 5,BLBR,18,7,9,9,11951,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7 5,goose,20120308_087
20120308_087 5,BUFF,1,2,1,2,11941,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 5,bufflehead,20120308_087
20120308_087 5,WWSC,2,0,0,0,6600,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 5,white-winged scoter,20120308_087
20120308_087 6,BLBR,3,0,0,7,6617,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 6,goose,20120308_087
20120308_088 1,BLBR,0,4,9,2,11981,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8 1,goose,20120308_088
20120308_088 2,UNGU,2,1,2,0,11991,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8 2,gull,20120308_088
20120308_088 4,LTDU,1,0,0,0,6641,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8 4,long-tailed duck,20120308_088
20120308_088 4,SUSC,2,1,1,1,12020,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8 4,surf scoter,20120308_088
20120308_088 5,BUFF,1,1,0,0,12029,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8 5,bufflehead,20120308_088
20120308_088 6,BUFF,1,1,1,0,12063,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8 6,bufflehead,20120308_088
20120308_088 6,RBME,1,1,1,0,12068,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8 6,red-breasted merganser,20120308_088
20120308_088 7,BLBR,37,0,6,9,6678,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8 7,goose,20120308_088
20120308_088 7,BUFF,1,1,1,1,12106,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8 7,bufflehead,20120308_088
20120308_088 8,BLBR,92,54,39,50,12137,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8 8,goose,20120308_088
20120308_088 8,LTDU,2,3,4,4,12123,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8 8,long-tailed duck,20120308_088
20120308_088 9,LTDU,4,2,0,0,12141,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8 9,long-tailed duck,20120308_088
20120308_088 9,SCAU,3,2,0,0,12142,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8 9,scaup,20120308_088
20120308_090 1,BUFF,2,1,0,0,12143,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0 1,bufflehead,20120308_090
